City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Conditions
341,Chamba,32.5667,76.1333,74.19,85,0,5.1,IN,clear sky
342,Ellisras,-23.6649,27.7443,55.94,31,0,4.29,ZA,clear sky
343,Southbridge,42.0751,-72.0334,80.37,66,100,1.99,US,overcast clouds
344,Betong,5.7743,101.0723,71.38,99,100,1.48,TH,overcast clouds
345,Rampura,30.25,75.2333,87.26,64,58,5.82,IN,broken clouds
346,Ondjiva,-17.0667,15.7333,64.31,25,0,6.42,AO,clear sky
347,Seoul,37.5683,126.9778,76.51,93,100,3.36,KR,overcast clouds
348,Batagay,67.6333,134.6333,48.56,68,0,1.88,RU,clear sky
349,Biograd Na Moru,43.9433,15.4519,86.76,69,16,7.96,HR,few clouds
350,Kirakira,-10.4544,161.9205,73.89,85,100,7.94,SB,overcast clouds
351,Maarianhamina,60.0973,19.9348,64.26,77,0,1.14,AX,clear sky
352,Keuruu,62.2667,24.7,62.74,97,12,4.32,FI,few clouds
353,Neustrelitz,53.3667,13.0833,59.92,91,69,5.59,DE,broken clouds
354,Toora-Khem,52.4675,96.11,49.75,96,100,4.0,RU,overcast clouds
355,Komsomolskiy,40.4272,71.7189,83.12,28,100,20.71,UZ,overcast clouds
356,Imeni Poliny Osipenko,52.4201,136.4853,49.15,95,99,0.76,RU,overcast clouds
357,Palaikastron,35.2,26.25,83.41,54,0,15.08,GR,clear sky
358,Belyy Yar,53.6039,91.3903,57.09,88,0,2.24,RU,clear sky
359,Lubao,14.9167,120.55,82.15,87,100,8.97,PH,light rain
360,Alice Springs,-23.7,133.8833,60.35,48,91,9.22,AU,overcast clouds
361,Krasnovishersk,60.4078,57.082,54.37,96,0,2.68,RU,clear sky
362,Moshkovo,55.3053,83.6104,63.16,79,93,6.29,RU,overcast clouds
363,Changtu,42.7788,124.0955,70.48,96,100,5.88,CN,light rain
364,Skelleftea,64.7507,20.9528,61.16,52,0,6.91,SE,clear sky
365,Kathmandu,27.7167,85.3167,71.82,94,75,6.91,NP,moderate rain
366,Costinesti,43.95,28.6333,80.02,79,0,12.33,RO,clear sky
367,Voi,-3.3945,38.563,67.66,80,49,11.52,KE,scattered clouds
368,Hirara,24.8,125.2833,80.74,87,100,8.37,JP,overcast clouds
369,Tuban,-6.8976,112.0649,77.45,74,4,9.93,ID,clear sky
370,Bosobolo,4.1833,19.9,69.42,94,99,0.4,CD,overcast clouds
371,Nemuro,43.3236,145.575,65.91,99,100,7.2,JP,overcast clouds
372,Surgut,61.25,73.4167,64.58,68,20,8.95,RU,few clouds
373,Metu,8.3,35.5833,58.24,98,100,1.68,ET,light rain
374,Atherton,53.5237,-2.4935,64.47,68,35,5.26,GB,scattered clouds
375,Mangochi,-14.4782,35.2645,68.86,53,13,7.11,MW,few clouds
376,Yuanping,38.7153,112.7575,61.86,64,5,3.71,CN,clear sky
377,Ararat,39.8317,44.7049,79.14,56,100,8.48,AM,overcast clouds
378,Dukat,62.55,155.55,31.95,97,100,5.53,RU,snow
379,Sjenica,43.2731,19.9994,69.28,48,0,4.45,RS,clear sky
380,Sistranda,63.7256,8.834,52.9,75,100,11.21,NO,overcast clouds
381,Maralal,1.0968,36.698,62.55,57,100,6.13,KE,overcast clouds
382,Malakal,9.5334,31.6605,70.93,97,100,1.72,SS,light rain
383,Konakovo,56.7,36.7667,63.55,93,57,5.55,RU,broken clouds
384,Kampene,-3.6,26.6667,78.33,44,90,1.66,CD,overcast clouds
385,Dargaville,-35.9333,173.8833,50.79,93,48,5.19,NZ,scattered clouds
386,Berestechko,50.3605,25.1107,75.0,70,12,8.5,UA,moderate rain
387,Kysyl-Syr,63.8986,122.7617,61.63,71,88,4.12,RU,overcast clouds
388,Yuci,37.6803,112.7319,65.95,72,0,2.24,CN,clear sky
389,Rong Kwang,18.339,100.3174,75.51,94,100,2.86,TH,overcast clouds
390,Huilong,31.8111,121.655,79.99,93,0,6.13,CN,clear sky
391,Semey,50.4111,80.2275,75.51,31,0,7.31,KZ,clear sky
392,Nur,52.6683,22.3221,61.79,94,76,6.91,PL,broken clouds
393,Ust-Barguzin,53.45,108.9833,54.77,91,82,2.82,RU,broken clouds
394,Labuhan,-6.8844,112.2051,77.36,76,5,10.45,ID,clear sky
395,Gusinoye Ozero,51.1144,106.2614,64.74,71,100,2.95,RU,overcast clouds
396,Onega,63.9061,38.1404,58.28,91,100,5.53,RU,overcast clouds
397,Chamrajnagar,11.9167,76.95,71.4,79,99,7.87,IN,overcast clouds
398,Kjopsvik,68.097,16.3742,51.17,81,98,4.65,NO,overcast clouds
399,Alekseyevsk,57.8406,108.3492,56.21,63,100,5.14,RU,overcast clouds
400,Orhei,47.3831,28.8231,77.79,54,7,3.49,MD,clear sky
401,Nova Odesa,47.3078,31.7851,75.6,54,21,9.04,UA,few clouds
402,Alekseyevka,50.6309,38.6903,76.6,48,0,0.13,RU,clear sky
403,Sarangani,5.4033,125.4636,83.26,76,82,13.22,PH,broken clouds
404,Saldanha,-33.0117,17.9442,56.34,90,49,9.57,ZA,scattered clouds
405,Jamestown,42.097,-79.2353,69.39,90,75,3.0,US,broken clouds
406,Wronki,52.7105,16.3804,63.61,90,82,5.75,PL,broken clouds
407,Hasaki,35.7333,140.8333,75.6,90,19,7.36,JP,few clouds
408,Kovdor,67.5662,30.4758,53.47,88,100,4.76,RU,overcast clouds
409,Belaya Gora,68.5333,146.4167,38.1,76,0,6.6,RU,clear sky
410,Dunedin,-45.8742,170.5036,50.81,81,100,18.01,NZ,overcast clouds
411,Zeya,53.75,127.2667,55.04,100,100,2.8,RU,overcast clouds
412,Altay,47.8667,88.1167,60.15,50,53,3.6,CN,broken clouds
413,Antibes,43.5624,7.1278,81.86,33,0,13.8,FR,clear sky
414,Kyzyl-Suu,42.3414,78.0056,61.9,46,100,2.42,KG,overcast clouds
415,Meulaboh,4.1363,96.1285,75.11,89,100,3.24,ID,overcast clouds
416,Taman,45.2117,36.7161,73.72,70,0,4.43,RU,clear sky
417,Abalak,58.1286,68.5944,61.59,97,24,3.91,RU,light rain
418,Yudong,29.385,106.5194,83.84,73,0,1.59,CN,light rain
419,Linqiong,30.4159,103.4609,76.53,77,0,3.58,CN,clear sky
420,Port-Gentil,-0.7193,8.7815,76.44,81,100,13.33,GA,overcast clouds
421,Shache,38.4167,77.2406,76.78,40,100,11.56,CN,overcast clouds
422,Gigmoto,13.7796,124.39,81.28,82,100,9.08,PH,overcast clouds
423,Warrnambool,-38.3833,142.4833,45.81,87,6,12.55,AU,clear sky
424,Sosva,59.1766,61.8558,59.32,87,4,6.98,RU,clear sky
425,Sola,-13.8833,167.55,75.33,62,97,10.18,VU,overcast clouds
426,Nyagan,62.1406,65.3936,56.97,98,100,3.6,RU,moderate rain
427,Bratsk,56.1325,101.6142,59.34,74,100,10.38,RU,overcast clouds
428,Tazovskiy,67.4667,78.7,53.58,70,100,8.93,RU,overcast clouds
429,Chipinge,-20.1883,32.6236,53.85,47,0,2.64,ZW,clear sky
430,Masty,53.4122,24.5387,63.09,96,85,5.21,BY,moderate rain
431,Baykit,61.67,96.37,60.39,89,100,0.76,RU,light rain
432,Kodinar,20.7903,70.7031,80.92,84,100,18.99,IN,overcast clouds
433,Ystad,55.4297,13.8204,64.98,72,89,12.86,SE,overcast clouds
434,Ust-Tsilma,65.441,52.1498,51.78,90,52,2.15,RU,broken clouds
435,Bardiyah,31.7561,25.0865,81.88,72,0,14.83,LY,clear sky
436,Deputatskiy,69.3,139.9,37.08,87,2,3.44,RU,clear sky
437,Lokhvytsya,50.3678,33.2602,77.5,48,35,5.91,UA,scattered clouds
438,Northam,51.0333,-4.2167,64.38,79,9,8.43,GB,clear sky
439,Tezu,27.9167,96.1667,75.79,92,41,3.56,IN,scattered clouds
440,Aswan,24.0934,32.907,96.3,13,9,9.17,EG,clear sky
441,Pangody,65.85,74.4859,60.98,64,100,13.02,RU,overcast clouds
442,Takhtamygda,54.1,123.5667,51.26,98,100,2.46,RU,overcast clouds
443,Harlingen,26.1906,-97.6961,98.35,52,1,12.66,US,clear sky
444,Helsinki,60.1695,24.9355,65.03,74,20,8.99,FI,few clouds
445,Gao,16.6362,1.637,94.1,36,30,9.53,ML,scattered clouds
446,Tshikapa,-6.4167,20.8,80.15,21,98,2.82,CD,overcast clouds
447,Luba,3.4568,8.5547,77.83,85,98,5.66,GQ,overcast clouds
448,Beidao,34.5686,105.8933,69.98,73,73,4.09,CN,broken clouds
449,Bakchar,57.0186,82.0711,51.98,93,15,3.27,RU,few clouds
450,Carquefou,47.2982,-1.4902,67.08,71,20,1.99,FR,few clouds
451,Amga,60.8953,131.9608,57.18,70,96,2.53,RU,overcast clouds
452,Sakakah,29.9697,40.2064,93.27,11,0,10.4,SA,clear sky
453,Kuah,6.3265,99.8432,83.8,76,78,14.85,MY,broken clouds
454,Cigand,48.2556,21.892,67.87,53,42,11.45,HU,scattered clouds
455,Minna,9.6139,6.5569,70.7,97,100,2.44,NG,light rain
456,Novoagansk,61.9449,76.6625,54.59,78,100,7.07,RU,overcast clouds
457,Mmabatho,-25.85,25.6333,52.03,27,0,6.93,ZA,clear sky
458,Varnamo,57.186,14.04,60.06,78,89,7.29,SE,overcast clouds
459,Beyneu,45.3167,55.2,91.99,13,5,7.7,KZ,clear sky
460,Mogadishu,2.0371,45.3438,75.92,85,76,20.65,SO,light rain
461,Chokurdakh,70.6333,147.9167,34.34,81,19,6.13,RU,few clouds
462,Follebu,61.216,10.2851,55.87,60,94,5.41,NO,overcast clouds
463,Shingu,33.7333,135.9833,78.91,91,100,2.89,JP,overcast clouds
464,Tambura,5.6,27.4667,69.08,97,100,3.33,SS,moderate rain
465,Karacabey,40.2152,28.4038,82.45,49,0,4.9,TR,clear sky
466,Thanh Hoa,19.8,105.7667,77.95,93,99,3.06,VN,moderate rain
467,Lafia,8.4833,8.5167,72.36,97,100,4.56,NG,overcast clouds
468,Bilma,18.6853,12.9164,98.8,9,0,6.11,NE,clear sky
469,Ziro,27.6333,93.8333,58.48,97,34,1.34,IN,scattered clouds
470,Chaoyang,41.5703,120.4586,66.04,87,5,5.32,CN,clear sky
471,Chiredzi,-21.05,31.6667,63.23,36,0,3.22,ZW,clear sky
472,Ak-Dovurak,51.1833,90.6,57.06,61,59,2.82,RU,broken clouds
473,Helong,42.5397,128.9972,69.15,99,100,2.15,CN,light rain
474,Suoyarvi,62.0833,32.35,56.48,98,83,4.72,RU,broken clouds
475,Mumford,5.2618,-0.759,75.99,88,10,8.39,GH,clear sky
476,Kyzyl,51.7,94.45,56.48,71,100,5.57,RU,overcast clouds
477,Magole,-6.3667,37.3667,72.0,59,44,4.47,TZ,scattered clouds
478,Ushtobe,45.2514,77.9838,71.44,20,0,8.03,KZ,clear sky
479,Najran,17.4924,44.1277,90.86,24,100,11.45,SA,overcast clouds
480,Murgab,37.4966,61.9714,82.27,34,100,6.91,TM,overcast clouds
481,Tuensang,26.2833,94.8333,70.21,98,91,1.72,IN,overcast clouds
482,Smidovich,48.6,133.8167,62.02,75,100,11.5,RU,overcast clouds
483,Loding,67.3,14.75,48.54,81,75,1.01,NO,broken clouds
484,Fatehpur,25.9333,80.8,77.56,89,98,11.74,IN,overcast clouds
485,Marsa Matruh,31.3525,27.2453,81.3,81,0,13.11,EG,clear sky
486,Tual,-5.6667,132.75,81.48,78,14,12.12,ID,few clouds
487,Urusha,54.05,122.9,48.33,98,77,2.89,RU,broken clouds
488,Kwinana,-32.25,115.7667,45.81,70,100,4.0,AU,overcast clouds
489,Rayevskiy,54.0658,54.9468,68.88,55,66,4.32,RU,broken clouds
490,Goryachegorsk,55.4053,88.9154,56.82,73,45,5.39,RU,scattered clouds
491,Angoche,-16.2325,39.9086,70.86,72,0,9.66,MZ,clear sky
492,Denpasar,-8.65,115.2167,78.46,89,40,4.61,ID,scattered clouds
493,Omboue,-1.5746,9.2618,74.89,84,97,9.22,GA,overcast clouds
494,Karonga,-9.9333,33.9333,68.63,72,29,4.7,MW,scattered clouds
495,Sipoo,60.3775,25.2691,65.08,74,20,11.5,FI,few clouds
496,Ayan,56.45,138.1667,58.98,74,88,4.56,RU,overcast clouds
497,Darhan,49.4867,105.9228,65.34,71,100,1.23,MN,overcast clouds
498,Umba,66.6871,34.3429,52.12,92,84,10.96,RU,broken clouds
499,Maine-Soroa,13.2114,12.0241,91.31,42,97,3.24,NE,overcast clouds
500,Wuda,39.4994,106.7117,74.59,24,8,8.95,CN,clear sky
501,Canakkale,40.0833,26.8333,81.21,40,0,4.41,TR,clear sky
502,Tabora,-5.0167,32.8,67.91,38,20,4.32,TZ,few clouds
503,Vikindu,-7.0067,39.2985,71.04,82,6,8.39,TZ,clear sky
504,Shetpe,44.1667,52.1167,85.59,25,3,7.96,KZ,clear sky
505,Warri,5.5167,5.75,78.46,76,87,6.51,NG,overcast clouds
506,Pamekasan,-7.1568,113.4746,77.85,78,12,8.75,ID,few clouds
507,Kavaratti,10.5669,72.642,82.31,77,37,15.32,IN,scattered clouds
508,Dubai,25.2582,55.3047,95.25,52,0,5.75,AE,clear sky
509,Sarkand,45.41,79.9186,66.81,17,0,7.74,KZ,clear sky
510,Martapura,-3.4167,114.85,75.29,94,77,2.3,ID,broken clouds
511,Hulan Ergi,47.2042,123.6333,60.89,92,100,5.5,CN,overcast clouds
512,Jiuquan,39.7432,98.5174,71.67,41,100,13.2,CN,overcast clouds
513,Fenoarivo,-18.933,47.4354,53.67,82,20,6.91,MG,few clouds
514,Lingao,19.9103,109.6859,81.72,80,100,14.34,CN,overcast clouds
515,Zilupe,56.3862,28.1217,64.29,70,100,3.91,LV,overcast clouds
516,Eslov,55.8393,13.3039,66.24,67,88,6.85,SE,overcast clouds
517,Mansehra,34.3333,73.2,71.31,82,16,5.3,PK,few clouds
518,Inta,66.0317,60.1659,50.97,95,28,8.77,RU,scattered clouds
519,Roald,62.5833,6.1333,56.91,66,75,10.36,NO,broken clouds
520,Okakarara,-20.5833,17.4333,55.06,32,0,5.75,NA,clear sky
521,Lashio,22.9333,97.75,68.99,100,100,1.45,MM,overcast clouds
522,Kodinsk,58.6881,99.1844,57.0,97,100,4.76,RU,light rain
523,Chernyshevskiy,63.0128,112.4714,58.86,54,100,4.36,RU,overcast clouds
524,San Vicente,-26.6167,-54.1333,68.59,33,8,2.37,AR,clear sky
525,Teguldet,57.3064,88.1667,53.55,97,0,1.77,RU,light rain
526,Ludvika,60.1496,15.1878,59.77,93,99,3.18,SE,overcast clouds
527,Akim Swedru,5.8938,-1.0164,76.05,79,78,4.32,GH,broken clouds
528,Kiunga,-6.1219,141.2906,72.43,96,96,2.93,PG,overcast clouds
529,Norrtalje,59.758,18.705,67.84,67,0,4.63,SE,clear sky
530,Kendari,-3.945,122.4989,72.79,95,100,2.75,ID,overcast clouds
531,Gayny,60.3071,54.3241,54.01,94,0,4.63,RU,clear sky
532,Tokmak,47.2514,35.7058,76.73,57,0,3.96,UA,clear sky
533,Balezino,57.9796,53.0106,64.54,71,100,3.0,RU,overcast clouds
534,Abu Dhabi,24.4667,54.3667,95.11,63,0,3.44,AE,clear sky
535,Mnogovershinnyy,53.9353,139.9242,45.57,94,100,1.57,RU,overcast clouds
536,Makat,47.6469,53.3463,91.18,16,0,6.93,KZ,clear sky
537,Lovozero,68.005,35.0117,53.53,82,17,8.43,RU,few clouds
538,Okha,53.5739,142.9478,48.67,87,97,5.84,RU,overcast clouds
539,Kentau,43.5206,68.5094,82.65,14,91,29.59,KZ,overcast clouds
540,Nhulunbuy,-12.2333,136.7667,70.41,94,40,0.0,AU,scattered clouds
541,Muzhi,65.3667,64.6667,51.58,96,45,3.56,RU,scattered clouds
542,Usolye-Sibirskoye,52.7519,103.6453,57.7,98,100,6.31,RU,light rain
543,Gravdal,68.1214,13.5031,47.88,81,40,10.36,NO,scattered clouds
544,Waingapu,-9.6567,120.2641,74.68,83,96,7.52,ID,overcast clouds
545,Kurchum,48.5722,83.6542,66.58,47,0,6.51,KZ,clear sky
546,Tagusao,9.1924,117.8141,81.19,77,52,10.65,PH,broken clouds
547,Toamasina,-18.1667,49.3833,67.75,85,80,3.56,MG,light rain
548,Namatanai,-3.6667,152.4333,78.3,84,11,6.55,PG,light rain
549,Letpadan,17.7833,95.75,75.36,97,100,6.53,MM,overcast clouds
550,Sudova Vyshnya,49.7889,23.3722,65.55,70,64,15.17,UA,light rain
551,Yerbogachen,61.2767,108.0108,60.6,56,100,5.26,RU,overcast clouds
552,Jalu,29.0331,21.5482,95.61,12,6,8.41,LY,clear sky
553,Jiwani,25.05,61.7417,82.17,87,100,13.78,PK,overcast clouds
554,Karasburg,-28.0167,18.75,60.66,20,0,5.84,NA,clear sky
555,Delmas,18.5447,-72.3028,95.72,41,20,18.41,HT,few clouds
556,Urumqi,43.801,87.6005,67.15,43,0,4.47,CN,clear sky
557,Bojnurd,37.4747,57.329,73.76,16,18,3.47,IR,few clouds
558,Buin,-33.7333,-70.75,82.72,12,0,1.97,CL,clear sky
559,Benguela,-12.5763,13.4055,71.64,86,1,3.42,AO,clear sky
560,Bumba,2.1833,22.4667,70.72,91,100,0.92,CD,overcast clouds
561,Sayhat,26.4852,50.0405,99.34,35,5,5.88,SA,clear sky
562,Mukhen,48.1,136.1,62.31,93,26,1.83,RU,scattered clouds
563,Gayeri,12.6497,0.4931,79.86,71,31,6.89,BF,scattered clouds
564,Kitob,39.0843,66.8332,79.38,24,0,3.98,UZ,clear sky
565,Seymchan,62.8833,152.4333,40.21,93,100,10.76,RU,overcast clouds
566,Narrabri,-30.3167,149.7833,48.52,88,0,1.99,AU,clear sky
567,Seydi,39.4816,62.9137,85.95,11,4,12.71,TM,clear sky
568,Sorong,-0.8833,131.25,78.46,89,35,9.46,ID,scattered clouds
569,Vitim,59.4511,112.5578,59.86,62,100,3.09,RU,overcast clouds
570,Yashkul,46.1711,45.3435,86.54,36,0,11.48,RU,clear sky
571,Mandalgovi,45.7625,106.2708,67.39,39,100,18.86,MN,overcast clouds
572,Kuroiso,36.9667,140.05,74.86,94,23,3.15,JP,few clouds
573,Megion,61.0296,76.1136,59.02,77,99,8.84,RU,overcast clouds
574,Gumdag,39.2061,54.5906,88.66,12,99,8.52,TM,overcast clouds
575,Alugan,12.2188,125.4808,82.56,76,90,10.65,PH,overcast clouds
576,Russell,32.3502,-85.1999,94.28,49,20,6.91,US,few clouds
577,Birao,10.2849,22.7882,70.63,94,52,4.88,CF,broken clouds
578,Hirado,33.3597,129.5531,81.36,85,99,7.74,JP,overcast clouds
579,Sogne,58.0833,7.8167,60.69,1,53,7.09,NO,broken clouds
580,Banyuwangi,-8.2325,114.3576,73.35,92,36,4.03,ID,scattered clouds
581,Hastings,50.8552,0.5729,63.91,96,84,7.14,GB,moderate rain
582,Torbat-E Jam,35.244,60.6225,77.29,15,0,13.85,IR,clear sky
583,Mudgee,-32.5943,149.5871,33.85,100,1,3.44,AU,clear sky
584,Abnub,27.2696,31.1511,95.76,14,8,7.36,EG,clear sky
585,Bijie,27.3125,105.2942,64.65,69,21,3.42,CN,few clouds
586,Yeppoon,-23.1333,150.7333,55.18,91,0,5.39,AU,clear sky
587,Mkokotoni,-5.8767,39.2547,73.67,81,9,11.21,TZ,clear sky
588,Uige,-7.6087,15.0613,72.46,27,3,2.21,AO,clear sky
589,Kyshtovka,56.555,76.6271,62.51,69,100,6.53,RU,overcast clouds
590,Kalga,50.9251,118.898,54.46,87,92,4.41,RU,overcast clouds
591,Mikhaylovka,50.06,43.2379,78.98,46,48,4.23,RU,scattered clouds
592,Tveit,58.2337,8.122,60.62,86,20,2.3,NO,few clouds
593,Balad,34.0164,44.1453,100.33,10,2,10.74,IQ,clear sky
594,Machilipatnam,16.1667,81.1333,85.89,57,99,10.47,IN,overcast clouds
595,Ishigaki,24.3448,124.1572,82.08,82,100,14.03,JP,overcast clouds
596,Kashan,33.9831,51.4364,92.7,14,100,13.11,IR,overcast clouds
597,Songjianghe,42.1859,127.479,67.08,99,100,1.05,CN,moderate rain
598,Colac,-38.3333,143.5833,44.62,93,15,4.47,AU,few clouds
599,Horsham,51.064,-0.3272,66.06,93,40,2.3,GB,light intensity shower rain
600,Laizhou,37.1717,119.9214,71.94,86,0,5.21,CN,clear sky
601,Springbok,-29.6643,17.8865,55.36,29,23,1.81,ZA,few clouds
602,Phalombe,-15.8064,35.6507,58.75,71,0,2.39,MW,clear sky
603,Bowen,-20.0167,148.2333,67.6,77,20,3.74,AU,few clouds
604,Orthez,43.4884,-0.7724,67.44,72,100,5.64,FR,overcast clouds
605,Sorrento,40.626,14.3744,87.03,29,52,1.01,IT,broken clouds
606,Mujiayingzi,42.1167,118.7833,62.55,79,66,5.61,CN,broken clouds
607,Juegang,32.3174,121.1855,80.98,95,0,5.55,CN,clear sky
608,Yenagoa,4.9247,6.2642,78.22,74,75,7.4,NG,broken clouds
609,Taywarah,33.35,64.4167,57.7,25,0,8.01,AF,clear sky
610,Howard Springs,-12.497,131.047,73.31,96,19,4.32,AU,few clouds
611,Grabovo,53.3875,45.064,76.53,67,100,2.13,RU,overcast clouds
612,Lodja,-3.4833,23.4333,78.58,29,98,1.59,CD,overcast clouds
613,Baishishan,43.5833,127.5667,71.37,98,100,3.36,CN,overcast clouds
614,Sarakhs,36.5449,61.1577,83.62,13,1,9.69,IR,clear sky
615,Maun,-19.9833,23.4167,59.86,40,0,7.78,BW,clear sky
616,Leshan,29.5623,103.7639,74.91,82,0,2.04,CN,clear sky
617,Jizan,17.3333,42.6667,90.99,58,97,5.68,SA,overcast clouds
618,Tornio,65.8481,24.1466,59.02,75,97,12.48,FI,overcast clouds
619,Thinadhoo,0.5333,72.9333,82.02,71,91,4.5,MV,overcast clouds
620,Siocon,7.7061,122.1353,79.11,87,76,4.09,PH,broken clouds
621,Moussoro,13.6408,16.4901,84.81,56,100,5.08,TD,overcast clouds
622,Namie,37.4833,141.0,77.72,98,9,5.84,JP,clear sky
623,Ankazoabo,-22.2833,44.5167,66.24,48,32,4.74,MG,scattered clouds
624,Coolum Beach,-26.5333,153.1,63.1,97,18,9.1,AU,few clouds
625,Kieta,-6.2167,155.6333,77.61,84,12,2.51,PG,light rain
626,Chardara,41.2547,67.9692,78.76,25,100,2.91,KZ,overcast clouds
627,Batemans Bay,-35.7167,150.1833,39.99,93,10,3.76,AU,clear sky
628,Sibiti,-3.6819,13.3499,78.57,50,100,5.46,CG,overcast clouds
629,Bombay,19.0144,72.8479,82.38,89,75,8.05,IN,haze
630,Turukhansk,65.8167,87.9833,53.92,86,31,5.91,RU,scattered clouds
631,Shar,49.5886,81.0453,71.2,34,0,6.6,KZ,clear sky
632,San Policarpo,12.1791,125.5072,82.9,75,91,11.18,PH,overcast clouds
633,Leh,34.1667,77.5833,67.84,39,88,6.33,IN,overcast clouds
634,Sawakin,19.1059,37.3321,97.66,39,13,23.04,SD,few clouds
635,Tranas,58.0372,14.9782,63.59,72,90,4.68,SE,overcast clouds
636,Aksu,41.1231,80.2644,76.86,17,56,2.68,CN,broken clouds
637,Zaysan,47.4667,84.8667,66.43,31,0,9.17,KZ,clear sky
638,Langsa,4.4683,97.9683,75.52,94,100,0.69,ID,overcast clouds
639,Karakulino,56.012,53.7067,67.68,64,100,3.6,RU,overcast clouds
640,Rumonge,-3.9736,29.4386,75.16,51,90,3.4,BI,overcast clouds
641,Severo-Yeniseyskiy,60.3725,93.0408,56.91,73,100,3.6,RU,overcast clouds
642,Mponela,-13.5319,33.7401,58.08,60,7,4.18,MW,clear sky
643,Ballina,-28.8667,153.5667,62.78,87,15,15.14,AU,few clouds
644,Muroto,33.2833,134.15,80.71,80,43,4.92,JP,scattered clouds
645,Gisborne,-38.6533,178.0042,41.95,89,21,6.33,NZ,few clouds
646,Harnosand,62.6323,17.9379,63.0,54,100,7.05,SE,overcast clouds
647,Tilichiki,60.4667,166.1,48.79,67,100,3.96,RU,overcast clouds
648,Takoradi,4.8845,-1.7554,76.6,84,0,7.4,GH,clear sky
649,Bilibino,68.0546,166.4372,36.0,68,76,6.04,RU,broken clouds
650,Vila,42.0304,-8.1588,55.71,91,100,2.1,PT,overcast clouds
651,Jalingo,8.8833,11.3667,74.64,89,100,2.73,NG,moderate rain
652,Berdigestyakh,62.0989,126.6992,60.57,64,100,4.45,RU,overcast clouds
653,Popova,42.9603,131.7228,69.89,85,70,26.91,RU,broken clouds
654,Masallatah,32.6167,14.0,86.0,36,0,7.52,LY,clear sky
655,Sehithwa,-20.4667,22.7167,60.57,37,0,7.76,BW,clear sky
656,Bokhan,53.153,103.7714,59.63,88,100,4.21,RU,light rain
657,Mercedes,-34.6515,-59.4307,64.85,45,0,3.83,AR,clear sky
658,Balarampur,23.1167,86.2167,78.12,86,100,6.98,IN,overcast clouds
659,Vawkavysk,53.1561,24.4513,63.01,95,86,3.85,BY,moderate rain
660,Lensk,60.7253,114.9278,61.27,63,100,4.34,RU,overcast clouds
661,Tommot,58.9564,126.2925,58.89,76,100,6.26,RU,light rain
662,Bindura,-17.3019,31.3306,56.01,54,5,2.8,ZW,clear sky
663,Mayumba,-3.432,10.6554,73.45,87,100,8.81,GA,overcast clouds
664,Manggar,-2.8833,108.2667,80.46,74,73,8.23,ID,broken clouds
665,Tazmalt,36.3868,4.3989,79.74,66,99,6.69,DZ,overcast clouds
666,Mackay,-21.15,149.2,64.04,86,3,3.89,AU,clear sky
667,Awbari,26.5921,12.7805,93.69,9,0,6.91,LY,clear sky
668,Sibay,52.7181,58.6658,67.59,62,47,2.44,RU,scattered clouds
669,Neryungri,56.6709,124.6491,50.59,99,100,1.88,RU,light rain
670,Pareora,-44.4871,171.2132,47.17,97,62,5.86,NZ,broken clouds
671,Keffi,8.8486,7.8736,71.11,96,100,3.47,NG,overcast clouds
672,Wattegama,6.7989,81.4808,77.59,76,100,4.9,LK,overcast clouds
673,Manzhouli,49.6,117.4333,55.96,70,14,5.73,CN,few clouds
674,Dohar,23.5883,90.1469,82.38,93,100,6.87,BD,overcast clouds
675,Byron Bay,-28.65,153.6167,62.87,87,6,12.37,AU,clear sky
676,Tessalit,20.1986,1.0114,91.2,31,6,13.29,ML,clear sky
677,Biu,10.6129,12.1946,70.81,88,100,2.19,NG,light rain
678,Henties Bay,-22.116,14.2845,68.45,43,0,13.13,NA,clear sky
679,Westport,41.1415,-73.3579,78.35,59,75,1.01,US,broken clouds
680,Veraval,20.9,70.3667,81.23,84,100,19.82,IN,overcast clouds
681,Muncar,-8.4333,114.3333,74.62,87,56,2.62,ID,broken clouds
682,Vologda,59.2187,39.8886,60.69,96,41,10.51,RU,scattered clouds
683,Suntar,62.1444,117.6319,62.04,57,100,5.5,RU,overcast clouds
684,Vredendal,-31.6683,18.5012,55.83,82,6,5.32,ZA,clear sky
685,Changping,40.2186,116.2197,71.24,66,47,7.63,CN,scattered clouds
686,Tottori,35.5,134.2333,75.24,87,100,8.97,JP,light rain
687,Phangnga,8.4509,98.5298,82.44,92,100,7.16,TH,overcast clouds
688,Kandrian,-6.2167,149.55,76.98,85,92,10.25,PG,overcast clouds
689,Umm Kaddadah,13.6017,26.6876,89.83,40,2,18.43,SD,clear sky
690,Magaria,12.9983,8.9099,88.32,48,96,6.06,NE,overcast clouds
691,Asahikawa,43.7678,142.3703,67.26,94,75,2.59,JP,broken clouds
692,Karlskoga,59.3267,14.5239,61.92,70,96,7.36,SE,overcast clouds
693,Marseille,43.3333,5.5,73.15,40,100,5.01,FR,overcast clouds
694,Soyo,-6.1349,12.3689,73.06,82,5,9.73,AO,clear sky
695,Kirillov,59.863,38.3813,64.33,97,4,6.33,RU,clear sky
696,Amahai,-3.3333,128.9167,77.04,88,58,2.04,ID,broken clouds
697,Bo Rai,12.5728,102.5371,75.83,95,100,3.22,TH,moderate rain
